"Blooket
Import Template",,,,,,,
29,'Negate the statement: Some violins are not menacing.',Some violins are menacing.,No violins are menacing.,Some violins are not menacing.,All violins are menacing.,30,4
30,'Negate the statement: All owls are weak.',Some owls are not weak.,No owls are weak.,Some owls are weak.,All owls are weak.,30,1
31,'Negate the statement: No flowers are lame.',Some flowers are not lame.,No flowers are lame.,Some flowers are lame.,All flowers are lame.,30,3
32,'Negate the statement: Some zebras are lame.',All zebras are lame.,Some zebras are lame.,Some zebras are not lame.,No zebras are lame.,30,4
33,'Negate the statement: No flowers are weak.',All flowers are weak.,Some flowers are not weak.,Some flowers are weak.,No flowers are weak.,30,3
34,'Negate the statement: Some xylophones are lame.',All xylophones are lame.,Some xylophones are lame.,Some xylophones are not lame.,No xylophones are lame.,30,4
35,'Negate the statement: Some insects are indigo.',No insects are indigo.,All insects are indigo.,Some insects are not indigo.,Some insects are indigo.,30,1
36,'Negate the statement: Some owls are not zombies.',All owls are zombies.,Some owls are not zombies.,No owls are zombies.,Some owls are zombies.,30,1
37,'Negate the statement: No dogs are weak.',Some dogs are weak.,No dogs are weak.,All dogs are weak.,Some dogs are not weak.,30,1
38,'Negate the statement: All quokkas are enigmatic.',All quokkas are enigmatic.,No quokkas are enigmatic.,Some quokkas are not enigmatic.,Some quokkas are enigmatic.,30,3
39,'Negate the statement: All elephants are menacing.',Some elephants are not menacing.,Some elephants are menacing.,No elephants are menacing.,All elephants are menacing.,30,1
40,'Negate the statement: No flowers are menacing.',No flowers are menacing.,All flowers are menacing.,Some flowers are menacing.,Some flowers are not menacing.,30,3
41,'Negate the statement: Some quokkas are jealous.',Some quokkas are not jealous.,No quokkas are jealous.,All quokkas are jealous.,Some quokkas are jealous.,30,2
42,'Negate the statement: No insects are indigo.',All insects are indigo.,No insects are indigo.,Some insects are indigo.,Some insects are not indigo.,30,3
43,'Negate the statement: No cats are green.',Some cats are green.,No cats are green.,Some cats are not green.,All cats are green.,30,1
44,'Negate the statement: Some dogs are not enigmatic.',No dogs are enigmatic.,Some dogs are enigmatic.,All dogs are enigmatic.,Some dogs are not enigmatic.,30,3
45,'Negate the statement: All giraffes are pious.',No giraffes are pious.,All giraffes are pious.,Some giraffes are pious.,Some giraffes are not pious.,30,4
46,'Negate the statement: Some hawks are not weak.',All hawks are weak.,No hawks are weak.,Some hawks are not weak.,Some hawks are weak.,30,1
47,'Negate the statement: No whales are killers.',No whales are killers.,Some whales are killers.,All whales are killers.,Some whales are not killers.,30,2
48,'Negate the statement: Some elephants are outgoing.',All elephants are outgoing.,No elephants are outgoing.,Some elephants are outgoing.,Some elephants are not outgoing.,30,2
49,'Negate the statement: All tulips are awesome.',Some tulips are awesome.,Some tulips are not awesome.,No tulips are awesome.,All tulips are awesome.,30,2
50,'Negate the statement: Some apples are lame.',Some apples are not lame.,Some apples are lame.,All apples are lame.,No apples are lame.,30,4
51,'Negate the statement: Some umbrellas are curious.',All umbrellas are curious.,Some umbrellas are not curious.,No umbrellas are curious.,Some umbrellas are curious.,30,3
52,'Negate the statement: Some cats are furious.',No cats are furious.,Some cats are not furious.,Some cats are furious.,All cats are furious.,30,1
53,'Negate the statement: No violins are sly.',Some violins are sly.,No violins are sly.,All violins are sly.,Some violins are not sly.,30,1
54,'Negate the statement: Some cats are nice.',Some cats are nice.,No cats are nice.,All cats are nice.,Some cats are not nice.,30,2
55,'Negate the statement: All umbrellas are yellow.',Some umbrellas are not yellow.,Some umbrellas are yellow.,All umbrellas are yellow.,No umbrellas are yellow.,30,1
56,'Negate the statement: All xylophones are green.',Some xylophones are green.,No xylophones are green.,All xylophones are green.,Some xylophones are not green.,30,4
57,'Negate the statement: Some hawks are not transient.',Some hawks are not transient.,No hawks are transient.,All hawks are transient.,Some hawks are transient.,30,3
58,'Negate the statement: No insects are umpires.',All insects are umpires.,Some insects are umpires.,Some insects are not umpires.,No insects are umpires.,30,2
59,'Negate the statement: No elephants are killers.',Some elephants are not killers.,No elephants are killers.,Some elephants are killers.,All elephants are killers.,30,3
60,'Negate the statement: Some bugs are not xenophobic.',No bugs are xenophobic.,Some bugs are xenophobic.,All bugs are xenophobic.,Some bugs are not xenophobic.,30,3
61,'Negate the statement: No dogs are curious.',No dogs are curious.,Some dogs are curious.,All dogs are curious.,Some dogs are not curious.,30,2
62,'Negate the statement: Some elephants are not outgoing.',All elephants are outgoing.,Some elephants are not outgoing.,No elephants are outgoing.,Some elephants are outgoing.,30,1
63,'Negate the statement: All umbrellas are zombies.',Some umbrellas are zombies.,All umbrellas are zombies.,No umbrellas are zombies.,Some umbrellas are not zombies.,30,4
64,'Negate the statement: Some jaguars are not violent.',Some jaguars are not violent.,All jaguars are violent.,Some jaguars are violent.,No jaguars are violent.,30,2
65,'Negate the statement: No llamas are lame.',All llamas are lame.,Some llamas are lame.,Some llamas are not lame.,No llamas are lame.,30,2
66,'Negate the statement: Some whales are not xenophobic.',No whales are xenophobic.,Some whales are not xenophobic.,Some whales are xenophobic.,All whales are xenophobic.,30,4
67,'Negate the statement: All tulips are xenophobic.',Some tulips are xenophobic.,Some tulips are not xenophobic.,All tulips are xenophobic.,No tulips are xenophobic.,30,2
68,'Negate the statement: Some ponies are red.',All ponies are red.,Some ponies are not red.,Some ponies are red.,No ponies are red.,30,4
69,'Negate the statement: All elephants are weak.',All elephants are weak.,No elephants are weak.,Some elephants are weak.,Some elephants are not weak.,30,4
70,'Negate the statement: No zebras are xenophobic.',No zebras are xenophobic.,Some zebras are xenophobic.,All zebras are xenophobic.,Some zebras are not xenophobic.,30,2
71,'Negate the statement: Some giraffes are not xenophobic.',All giraffes are xenophobic.,No giraffes are xenophobic.,Some giraffes are xenophobic.,Some giraffes are not xenophobic.,30,1
72,'Negate the statement: Some zebras are not violent.',Some zebras are not violent.,No zebras are violent.,Some zebras are violent.,All zebras are violent.,30,4
73,'Negate the statement: Some owls are awesome.',All owls are awesome.,Some owls are awesome.,Some owls are not awesome.,No owls are awesome.,30,4
74,'Negate the statement: Some snakes are weak.',Some snakes are weak.,Some snakes are not weak.,All snakes are weak.,No snakes are weak.,30,4
75,'Negate the statement: Some insects are not lame.',Some insects are not lame.,Some insects are lame.,No insects are lame.,All insects are lame.,30,4
76,'Negate the statement: Some jaguars are jealous.',All jaguars are jealous.,Some jaguars are not jealous.,Some jaguars are jealous.,No jaguars are jealous.,30,4
77,'Negate the statement: Some hawks are not curious.',Some hawks are not curious.,No hawks are curious.,Some hawks are curious.,All hawks are curious.,30,4
78,'Negate the statement: No apples are nice.',Some apples are nice.,Some apples are not nice.,No apples are nice.,All apples are nice.,30,1
79,'Negate the statement: No jaguars are menacing.',Some jaguars are menacing.,No jaguars are menacing.,Some jaguars are not menacing.,All jaguars are menacing.,30,1
80,'Negate the statement: Some hawks are not queens.',No hawks are queens.,Some hawks are queens.,All hawks are queens.,Some hawks are not queens.,30,3
81,'Negate the statement: All narwhals are enigmatic.',Some narwhals are not enigmatic.,Some narwhals are enigmatic.,No narwhals are enigmatic.,All narwhals are enigmatic.,30,1
82,'Negate the statement: Some kangaroos are queens.',All kangaroos are queens.,No kangaroos are queens.,Some kangaroos are queens.,Some kangaroos are not queens.,30,2
83,'Negate the statement: Some snakes are not yellow.',All snakes are yellow.,Some snakes are yellow.,Some snakes are not yellow.,No snakes are yellow.,30,1
84,'Negate the statement: Some apples are outgoing.',Some apples are outgoing.,All apples are outgoing.,Some apples are not outgoing.,No apples are outgoing.,30,4
85,'Negate the statement: Some jaguars are lame.',No jaguars are lame.,All jaguars are lame.,Some jaguars are lame.,Some jaguars are not lame.,30,1
86,'Negate the statement: No whales are dangerous.',Some whales are not dangerous.,All whales are dangerous.,No whales are dangerous.,Some whales are dangerous.,30,4
87,'Negate the statement: No umbrellas are awesome.',All umbrellas are awesome.,Some umbrellas are awesome.,Some umbrellas are not awesome.,No umbrellas are awesome.,30,2
88,'Negate the statement: All jaguars are weak.',All jaguars are weak.,Some jaguars are weak.,Some jaguars are not weak.,No jaguars are weak.,30,3
89,'Negate the statement: All tulips are green.',Some tulips are green.,All tulips are green.,No tulips are green.,Some tulips are not green.,30,4
90,'Negate the statement: Some giraffes are not xenophobic.',Some giraffes are xenophobic.,No giraffes are xenophobic.,All giraffes are xenophobic.,Some giraffes are not xenophobic.,30,3
91,'Negate the statement: Some xylophones are not enigmatic.',Some xylophones are not enigmatic.,Some xylophones are enigmatic.,All xylophones are enigmatic.,No xylophones are enigmatic.,30,3
92,'Negate the statement: No jaguars are pious.',All jaguars are pious.,No jaguars are pious.,Some jaguars are pious.,Some jaguars are not pious.,30,3
93,'Negate the statement: No apples are enigmatic.',No apples are enigmatic.,All apples are enigmatic.,Some apples are enigmatic.,Some apples are not enigmatic.,30,3
94,'Negate the statement: All quokkas are red.',Some quokkas are red.,Some quokkas are not red.,All quokkas are red.,No quokkas are red.,30,2
95,'Negate the statement: Some whales are outgoing.',Some whales are outgoing.,All whales are outgoing.,No whales are outgoing.,Some whales are not outgoing.,30,3
96,'Negate the statement: No whales are jealous.',Some whales are jealous.,No whales are jealous.,All whales are jealous.,Some whales are not jealous.,30,1
97,'Negate the statement: No quokkas are enigmatic.',Some quokkas are not enigmatic.,No quokkas are enigmatic.,All quokkas are enigmatic.,Some quokkas are enigmatic.,30,4
98,'Negate the statement: All dogs are violent.',Some dogs are violent.,No dogs are violent.,All dogs are violent.,Some dogs are not violent.,30,4
99,'Negate the statement: Some umbrellas are not indigo.',Some umbrellas are not indigo.,All umbrellas are indigo.,Some umbrellas are indigo.,No umbrellas are indigo.,30,2
100,'Negate the statement: No insects are curious.',Some insects are curious.,Some insects are not curious.,All insects are curious.,No insects are curious.,30,1
101,'Negate the statement: All cats are weak.',Some cats are weak.,No cats are weak.,All cats are weak.,Some cats are not weak.,30,4
102,'Negate the statement: Some mice are jealous.',No mice are jealous.,Some mice are not jealous.,Some mice are jealous.,All mice are jealous.,30,1
103,'Negate the statement: Some jaguars are jealous.',Some jaguars are jealous.,Some jaguars are not jealous.,All jaguars are jealous.,No jaguars are jealous.,30,4
104,'Negate the statement: No violins are happy.',Some violins are not happy.,Some violins are happy.,All violins are happy.,No violins are happy.,30,2
105,'Negate the statement: Some ponies are not happy.',Some ponies are happy.,Some ponies are not happy.,No ponies are happy.,All ponies are happy.,30,4
106,'Negate the statement: All hawks are weak.',Some hawks are weak.,No hawks are weak.,All hawks are weak.,Some hawks are not weak.,30,4
107,'Negate the statement: Some flowers are sly.',All flowers are sly.,Some flowers are not sly.,Some flowers are sly.,No flowers are sly.,30,4
108,'Negate the statement: Some owls are queens.',All owls are queens.,Some owls are queens.,No owls are queens.,Some owls are not queens.,30,3
109,'Negate the statement: Some umbrellas are not jealous.',No umbrellas are jealous.,All umbrellas are jealous.,Some umbrellas are jealous.,Some umbrellas are not jealous.,30,2
110,'Negate the statement: Some apples are not pious.',All apples are pious.,No apples are pious.,Some apples are pious.,Some apples are not pious.,30,1
111,'Negate the statement: No violins are furious.',Some violins are furious.,Some violins are not furious.,No violins are furious.,All violins are furious.,30,1
112,'Negate the statement: No quokkas are awesome.',All quokkas are awesome.,No quokkas are awesome.,Some quokkas are awesome.,Some quokkas are not awesome.,30,3
113,'Negate the statement: Some owls are not weak.',Some owls are not weak.,Some owls are weak.,All owls are weak.,No owls are weak.,30,3
114,'Negate the statement: Some apples are curious.',No apples are curious.,All apples are curious.,Some apples are curious.,Some apples are not curious.,30,1
115,'Negate the statement: All owls are weak.',Some owls are not weak.,Some owls are weak.,No owls are weak.,All owls are weak.,30,1
116,'Negate the statement: Some elephants are indigo.',All elephants are indigo.,Some elephants are not indigo.,No elephants are indigo.,Some elephants are indigo.,30,3
117,'Negate the statement: Some umbrellas are not red.',No umbrellas are red.,Some umbrellas are red.,All umbrellas are red.,Some umbrellas are not red.,30,3
118,'Negate the statement: All umbrellas are weak.',No umbrellas are weak.,Some umbrellas are weak.,Some umbrellas are not weak.,All umbrellas are weak.,30,3
119,'Negate the statement: No owls are dangerous.',Some owls are dangerous.,All owls are dangerous.,Some owls are not dangerous.,No owls are dangerous.,30,1
120,'Negate the statement: Some narwhals are not sly.',Some narwhals are not sly.,Some narwhals are sly.,No narwhals are sly.,All narwhals are sly.,30,4
121,'Negate the statement: Some flowers are not killers.',Some flowers are killers.,No flowers are killers.,All flowers are killers.,Some flowers are not killers.,30,3
122,'Negate the statement: No whales are yellow.',No whales are yellow.,Some whales are yellow.,Some whales are not yellow.,All whales are yellow.,30,2
123,'Negate the statement: Some elephants are not violent.',Some elephants are not violent.,All elephants are violent.,Some elephants are violent.,No elephants are violent.,30,2
124,'Negate the statement: All elephants are furious.',Some elephants are furious.,No elephants are furious.,Some elephants are not furious.,All elephants are furious.,30,3
125,'Negate the statement: Some tulips are outgoing.',Some tulips are outgoing.,No tulips are outgoing.,Some tulips are not outgoing.,All tulips are outgoing.,30,2
126,'Negate the statement: All mice are enigmatic.',No mice are enigmatic.,Some mice are enigmatic.,Some mice are not enigmatic.,All mice are enigmatic.,30,3
127,'Negate the statement: Some ponies are not curious.',Some ponies are curious.,No ponies are curious.,Some ponies are not curious.,All ponies are curious.,30,4
128,'Negate the statement: Some tulips are jealous.',No tulips are jealous.,Some tulips are jealous.,Some tulips are not jealous.,All tulips are jealous.,30,1
129,'Negate the statement: Some whales are not pious.',Some whales are pious.,All whales are pious.,Some whales are not pious.,No whales are pious.,30,2
130,'Negate the statement: Some jaguars are dangerous.',Some jaguars are not dangerous.,No jaguars are dangerous.,All jaguars are dangerous.,Some jaguars are dangerous.,30,2
131,'Negate the statement: No insects are furious.',Some insects are furious.,All insects are furious.,No insects are furious.,Some insects are not furious.,30,1
132,'Negate the statement: All narwhals are violent.',All narwhals are violent.,No narwhals are violent.,Some narwhals are not violent.,Some narwhals are violent.,30,3
133,'Negate the statement: Some cats are not curious.',Some cats are not curious.,Some cats are curious.,No cats are curious.,All cats are curious.,30,4
134,'Negate the statement: All tulips are blue.',All tulips are blue.,Some tulips are blue.,No tulips are blue.,Some tulips are not blue.,30,4
135,'Negate the statement: All apples are outgoing.',All apples are outgoing.,Some apples are not outgoing.,Some apples are outgoing.,No apples are outgoing.,30,2
136,'Negate the statement: Some cats are awesome.',Some cats are awesome.,No cats are awesome.,All cats are awesome.,Some cats are not awesome.,30,2
137,'Negate the statement: No kangaroos are red.',Some kangaroos are red.,All kangaroos are red.,Some kangaroos are not red.,No kangaroos are red.,30,1
138,'Negate the statement: All insects are umpires.',Some insects are not umpires.,All insects are umpires.,Some insects are umpires.,No insects are umpires.,30,1
139,'Negate the statement: No tulips are yellow.',No tulips are yellow.,Some tulips are yellow.,All tulips are yellow.,Some tulips are not yellow.,30,2
140,'Negate the statement: No dogs are nice.',No dogs are nice.,Some dogs are not nice.,Some dogs are nice.,All dogs are nice.,30,3
141,'Negate the statement: All flowers are queens.',Some flowers are queens.,Some flowers are not queens.,All flowers are queens.,No flowers are queens.,30,2
142,'Negate the statement: No jaguars are umpires.',Some jaguars are not umpires.,All jaguars are umpires.,Some jaguars are umpires.,No jaguars are umpires.,30,3
143,'Negate the statement: Some snakes are not outgoing.',No snakes are outgoing.,Some snakes are outgoing.,All snakes are outgoing.,Some snakes are not outgoing.,30,3
144,'Negate the statement: All llamas are umpires.',No llamas are umpires.,Some llamas are not umpires.,All llamas are umpires.,Some llamas are umpires.,30,2
145,'Negate the statement: No violins are transient.',No violins are transient.,All violins are transient.,Some violins are transient.,Some violins are not transient.,30,3
146,'Negate the statement: Some narwhals are weak.',All narwhals are weak.,No narwhals are weak.,Some narwhals are not weak.,Some narwhals are weak.,30,2
147,'Negate the statement: No whales are green.',Some whales are not green.,All whales are green.,Some whales are green.,No whales are green.,30,3
148,'Negate the statement: All dogs are nice.',No dogs are nice.,All dogs are nice.,Some dogs are not nice.,Some dogs are nice.,30,3
149,'Negate the statement: Some zebras are not blue.',No zebras are blue.,Some zebras are not blue.,All zebras are blue.,Some zebras are blue.,30,3
150,'Negate the statement: Some xylophones are jealous.',Some xylophones are not jealous.,Some xylophones are jealous.,All xylophones are jealous.,No xylophones are jealous.,30,4
151,'Negate the statement: Some hawks are curious.',Some hawks are curious.,No hawks are curious.,All hawks are curious.,Some hawks are not curious.,30,2
152,'Negate the statement: No apples are yellow.',Some apples are not yellow.,All apples are yellow.,No apples are yellow.,Some apples are yellow.,30,4
153,'Negate the statement: Some violins are not violent.',No violins are violent.,Some violins are not violent.,Some violins are violent.,All violins are violent.,30,4
154,'Negate the statement: Some ponies are not transient.',All ponies are transient.,Some ponies are not transient.,No ponies are transient.,Some ponies are transient.,30,1
155,'Negate the statement: Some bugs are not red.',Some bugs are not red.,No bugs are red.,Some bugs are red.,All bugs are red.,30,4
156,'Negate the statement: No narwhals are violent.',Some narwhals are violent.,No narwhals are violent.,All narwhals are violent.,Some narwhals are not violent.,30,1
157,'Negate the statement: Some zebras are indigo.',All zebras are indigo.,Some zebras are indigo.,Some zebras are not indigo.,No zebras are indigo.,30,4
158,'Negate the statement: Some umbrellas are enigmatic.',No umbrellas are enigmatic.,Some umbrellas are not enigmatic.,All umbrellas are enigmatic.,Some umbrellas are enigmatic.,30,1
159,'Negate the statement: Some bugs are not red.',Some bugs are red.,Some bugs are not red.,No bugs are red.,All bugs are red.,30,4
160,'Negate the statement: Some snakes are not transient.',Some snakes are not transient.,Some snakes are transient.,All snakes are transient.,No snakes are transient.,30,3
161,'Negate the statement: All insects are weak.',No insects are weak.,All insects are weak.,Some insects are weak.,Some insects are not weak.,30,4
162,'Negate the statement: No owls are furious.',Some owls are furious.,Some owls are not furious.,No owls are furious.,All owls are furious.,30,1
163,'Negate the statement: All mice are umpires.',Some mice are not umpires.,No mice are umpires.,All mice are umpires.,Some mice are umpires.,30,1
164,'Negate the statement: Some narwhals are violent.',All narwhals are violent.,Some narwhals are violent.,Some narwhals are not violent.,No narwhals are violent.,30,4
165,'Negate the statement: All flowers are nice.',Some flowers are nice.,No flowers are nice.,Some flowers are not nice.,All flowers are nice.,30,3
166,'Negate the statement: All umbrellas are curious.',Some umbrellas are not curious.,No umbrellas are curious.,Some umbrellas are curious.,All umbrellas are curious.,30,1
167,'Negate the statement: All zebras are menacing.',No zebras are menacing.,Some zebras are not menacing.,Some zebras are menacing.,All zebras are menacing.,30,2
168,'Negate the statement: Some jaguars are not pious.',Some jaguars are not pious.,Some jaguars are pious.,All jaguars are pious.,No jaguars are pious.,30,3
169,'Negate the statement: Some xylophones are not lame.',Some xylophones are not lame.,Some xylophones are lame.,All xylophones are lame.,No xylophones are lame.,30,3
170,'Negate the statement: Some apples are dangerous.',Some apples are dangerous.,Some apples are not dangerous.,No apples are dangerous.,All apples are dangerous.,30,3
171,'Negate the statement: All umbrellas are sly.',Some umbrellas are sly.,All umbrellas are sly.,No umbrellas are sly.,Some umbrellas are not sly.,30,4
172,'Negate the statement: Some jaguars are not transient.',All jaguars are transient.,Some jaguars are not transient.,Some jaguars are transient.,No jaguars are transient.,30,1
173,'Negate the statement: No owls are killers.',No owls are killers.,All owls are killers.,Some owls are killers.,Some owls are not killers.,30,3
174,'Negate the statement: All whales are killers.',Some whales are not killers.,Some whales are killers.,No whales are killers.,All whales are killers.,30,1
175,'Negate the statement: No mice are happy.',No mice are happy.,Some mice are not happy.,All mice are happy.,Some mice are happy.,30,4
176,'Negate the statement: No xylophones are red.',Some xylophones are red.,Some xylophones are not red.,No xylophones are red.,All xylophones are red.,30,1
177,'Negate the statement: No jaguars are happy.',Some jaguars are happy.,All jaguars are happy.,No jaguars are happy.,Some jaguars are not happy.,30,1
178,'Negate the statement: No whales are dangerous.',All whales are dangerous.,Some whales are dangerous.,No whales are dangerous.,Some whales are not dangerous.,30,2
179,'Negate the statement: Some dogs are not green.',Some dogs are green.,Some dogs are not green.,All dogs are green.,No dogs are green.,30,3
180,'Negate the statement: Some jaguars are not killers.',All jaguars are killers.,No jaguars are killers.,Some jaguars are not killers.,Some jaguars are killers.,30,1
181,'Negate the statement: Some hawks are not killers.',No hawks are killers.,All hawks are killers.,Some hawks are not killers.,Some hawks are killers.,30,2
182,'Negate the statement: Some kangaroos are not indigo.',No kangaroos are indigo.,Some kangaroos are indigo.,Some kangaroos are not indigo.,All kangaroos are indigo.,30,4
183,'Negate the statement: No ponies are umpires.',All ponies are umpires.,Some ponies are umpires.,Some ponies are not umpires.,No ponies are umpires.,30,2
184,'Negate the statement: Some elephants are not killers.',Some elephants are killers.,No elephants are killers.,Some elephants are not killers.,All elephants are killers.,30,4
185,'Negate the statement: No quokkas are violent.',No quokkas are violent.,Some quokkas are violent.,All quokkas are violent.,Some quokkas are not violent.,30,2
186,'Negate the statement: Some kangaroos are blue.',All kangaroos are blue.,Some kangaroos are blue.,Some kangaroos are not blue.,No kangaroos are blue.,30,4
187,'Negate the statement: Some zebras are not transient.',No zebras are transient.,Some zebras are not transient.,Some zebras are transient.,All zebras are transient.,30,4
188,'Negate the statement: All xylophones are blue.',Some xylophones are blue.,Some xylophones are not blue.,All xylophones are blue.,No xylophones are blue.,30,2
189,'Negate the statement: Some quokkas are not curious.',Some quokkas are curious.,No quokkas are curious.,Some quokkas are not curious.,All quokkas are curious.,30,4
190,'Negate the statement: All xylophones are blue.',All xylophones are blue.,Some xylophones are blue.,Some xylophones are not blue.,No xylophones are blue.,30,3
191,'Negate the statement: No kangaroos are sly.',Some kangaroos are not sly.,Some kangaroos are sly.,All kangaroos are sly.,No kangaroos are sly.,30,2
192,'Negate the statement: All apples are dangerous.',Some apples are dangerous.,No apples are dangerous.,All apples are dangerous.,Some apples are not dangerous.,30,4
193,'Negate the statement: No llamas are umpires.',All llamas are umpires.,Some llamas are not umpires.,No llamas are umpires.,Some llamas are umpires.,30,4
194,'Negate the statement: No elephants are lame.',Some elephants are lame.,No elephants are lame.,All elephants are lame.,Some elephants are not lame.,30,1
195,'Negate the statement: Some snakes are menacing.',No snakes are menacing.,Some snakes are not menacing.,All snakes are menacing.,Some snakes are menacing.,30,1
196,'Negate the statement: Some owls are menacing.',Some owls are menacing.,All owls are menacing.,No owls are menacing.,Some owls are not menacing.,30,3
197,'Negate the statement: All elephants are umpires.',No elephants are umpires.,Some elephants are umpires.,Some elephants are not umpires.,All elephants are umpires.,30,3
198,'Negate the statement: Some apples are not yellow.',Some apples are yellow.,Some apples are not yellow.,All apples are yellow.,No apples are yellow.,30,3
199,'Negate the statement: No llamas are umpires.',All llamas are umpires.,Some llamas are not umpires.,No llamas are umpires.,Some llamas are umpires.,30,4
200,'Negate the statement: All mice are furious.',All mice are furious.,No mice are furious.,Some mice are not furious.,Some mice are furious.,30,3
201,'Negate the statement: Some violins are weak.',All violins are weak.,No violins are weak.,Some violins are weak.,Some violins are not weak.,30,2
202,'Negate the statement: Some insects are violent.',Some insects are violent.,No insects are violent.,All insects are violent.,Some insects are not violent.,30,2
203,'Negate the statement: Some whales are outgoing.',Some whales are outgoing.,All whales are outgoing.,No whales are outgoing.,Some whales are not outgoing.,30,3
204,'Negate the statement: All narwhals are lame.',Some narwhals are not lame.,No narwhals are lame.,Some narwhals are lame.,All narwhals are lame.,30,1
205,'Negate the statement: All violins are zombies.',Some violins are zombies.,No violins are zombies.,Some violins are not zombies.,All violins are zombies.,30,3
206,'Negate the statement: Some narwhals are not zombies.',Some narwhals are not zombies.,No narwhals are zombies.,Some narwhals are zombies.,All narwhals are zombies.,30,4
207,'Negate the statement: Some narwhals are not awesome.',No narwhals are awesome.,All narwhals are awesome.,Some narwhals are awesome.,Some narwhals are not awesome.,30,2
208,'Negate the statement: No bugs are happy.',No bugs are happy.,All bugs are happy.,Some bugs are not happy.,Some bugs are happy.,30,4
209,'Negate the statement: Some apples are not queens.',Some apples are not queens.,No apples are queens.,Some apples are queens.,All apples are queens.,30,4
210,'Negate the statement: Some snakes are not menacing.',Some snakes are menacing.,No snakes are menacing.,Some snakes are not menacing.,All snakes are menacing.,30,4
